food_name,calories_kcal,fat_g,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,carbs_g,sugars_g,protein_g,fiber_g,cholesterol_mg,sodium_mg,water_g,vitamin_a_mcg,vitamin_b1_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_mcg,zinc_mg,nutrient_density_score,calculated_calories,calorie_diff_pct,calorie_consistent,food_category,protein_score,fiber_score,health_score
buttermilk pancakes,86,3.5,0.7,0.9,1.7,10.9,0.0,2.6,0.0,22.0,0.2,20.0,0.094,0.017,0.009,0.089,0.1,0.6,0.2,0.025,0.2,0.0,0.0,0.0,59.7,0.067,0.6,5.7,0.023,52.8,55.1,0.073,0.2,77.568,85.5,0.5813953488372093,True,Other,13.0,0.0,51.799
omelet,94,7.1,2.0,3.0,1.7,0.4,0.2,6.4,0.0,190.9,0.013,46.4,0.4,0.1,0.006,0.041,0.055,0.2,0.09,0.8,0.003,0.0,0.098,0.8,0.05,29.3,0.07,0.9,6.7,0.031,101.9,71.4,0.03,14.377,91.1,3.0851063829787297,True,Eggs,32.0,0.0,53.599935
taco with chicken cheese lettuce,185,6.2,2.5,1.6,1.6,19.3,1.3,13.0,1.2,28.4,0.6,57.3,0.014,0.2,0.029,0.094,0.1,5.1,0.0,0.1,0.2,0.017,0.2,0.075,119.6,0.012,1.6,23.5,0.2,239.1,212.7,0.093,0.7,161.153,185.0,0.0,True,Cheese,65.0,12.0,64.39699999999999
spinach souffle,230,17.6,10.1,5.0,1.0,8.0,2.5,10.7,1.0,160.5,0.8,96.2,0.2,0.1,0.025,0.061,0.4,0.7,0.6,0.1,9.9,0.063,1.3,0.2,224.4,0.093,1.6,40.8,0.4,189.0,314.2,0.01,1.2,273.4,233.2,1.391304347826082,True,Other,53.5,10.0,38.04600000000001
english muffin with cheese sausage,365,22.3,8.8,8.5,3.4,27.3,2.1,14.3,0.5,46.4,0.7,41.0,0.074,0.5,0.046,0.042,0.2,4.6,0.8,0.096,0.0,0.085,0.6,0.01,226.8,0.3,3.4,22.7,0.3,181.4,193.3,0.036,1.3,294.696,367.1,0.575342465753431,True,Cheese,71.5,5.0,46.046499999999995
biscuit with egg,436,25.3,8.5,11.7,2.8,35.4,2.5,17.4,0.3,240.7,1.2,62.3,0.1,0.4,0.1,0.002,0.4,3.4,0.9,0.2,0.1,0.027,1.5,0.037,149.4,0.077,2.3,21.8,0.3,526.4,190.0,0.007,1.6,230.3,438.9,0.6651376146788939,True,Eggs,87.0,3.0,51.194
french fries deep fried,222,10.5,1.7,4.2,3.8,29.4,0.2,2.4,2.7,0.0,0.1,27.4,0.063,0.0,0.1,0.002,0.0,0.008,2.1,0.4,0.3,3.3,0.0,1.2,0.075,12.8,0.038,0.6,24.9,0.2,88.8,411.1,0.019,45.364,221.7,0.13513513513514025,True,Other,12.0,27.0,53.8995
sweet sour chicken,46,2.3,0.4,0.5,1.2,4.4,2.1,1.8,0.2,4.9,0.043,9.5,0.031,0.002,0.0,0.057,0.015,0.7,0.1,0.024,0.4,0.0,0.2,0.098,8.2,0.098,0.4,2.7,0.1,24.7,28.9,0.04,0.057,17.773,45.5,1.0869565217391304,True,Poultry,9.0,2.0,51.899785
nachos with cinnamon sugar,592,36.0,18.2,11.8,4.1,63.4,0.0,7.2,0.0,39.2,0.4,1.1,0.0,0.2,0.059,0.056,0.4,3.9,1.9,0.2,8.0,0.0,0.0,0.0,85.0,0.2,2.9,19.6,0.5,32.7,78.5,0.044,0.6,202.5,606.4,2.432432432432429,True,Other,36.0,0.0,30.798000000000002
arroz con grandules,209,5.7,0.9,1.2,2.7,35.4,0.0,4.0,1.6,0.0,0.7,67.7,0.0,0.01,0.0,0.0,0.076,0.6,0.3,0.026,0.0,0.0,0.8,0.066,9.2,0.1,0.3,16.1,0.7,62.1,96.6,0.0,0.9,56.2,208.9,0.04784688995215039,True,Other,20.0,16.0,56.4965
biscuit with sausage,412,27.1,8.2,13.5,3.4,33.3,1.8,10.7,0.4,31.1,0.9,36.4,0.0,0.4,0.078,0.012,0.2,3.8,0.5,0.031,0.0,0.044,0.9,0.035,52.2,0.3,2.1,14.4,0.2,378.5,169.8,0.012,0.8,125.8,419.9,1.9174757281553343,True,Bakery,53.5,4.0,42.24550000000001
biscuit with egg steak,410,28.4,8.6,11.7,5.8,21.3,0.0,17.9,0.0,272.3,0.9,77.7,0.2,0.4,0.018,0.063,0.5,3.1,1.1,0.2,0.1,0.0,0.0,0.0,137.6,0.1,5.3,25.2,0.2,225.0,306.4,0.039,2.8,210.8,412.4,0.585365853658531,True,Beef,89.5,0.0,51.045500000000004
nachos with cheese jalapeno peppers,608,34.1,14.0,14.4,4.0,60.1,0.0,16.8,0.0,83.6,1.7,87.1,0.4,0.1,0.044,0.05,0.5,2.8,2.4,0.4,1.0,0.0,0.0,0.0,620.2,0.2,2.4,108.1,0.4,393.7,293.8,0.083,2.9,735.0,614.5,1.069078947368421,True,Cheese,84.0,0.0,45.191500000000005
ladyfingers,103,2.6,0.9,1.1,0.4,16.9,7.2,3.0,0.3,62.5,0.016,5.5,0.0,0.096,0.078,0.05,0.1,0.6,0.3,0.077,1.0,0.033,0.2,0.002,13.3,0.063,1.0,3.4,0.063,49.0,32.0,0.037,0.3,38.1,103.0,0.0,True,Other,15.0,3.0,52.39992
mozzarella steak fried,102,5.9,2.2,1.5,1.6,7.7,0.7,4.6,0.6,10.2,0.2,11.8,0.023,0.025,0.097,0.045,0.088,0.3,0.1,0.018,0.0,0.096,0.3,0.071,107.9,0.02,0.2,6.8,0.052,99.8,35.7,0.094,0.6,126.963,102.30000000000001,0.2941176470588347,True,Beef,23.0,6.0,51.499
blueberry pancakes,84,3.5,0.8,0.9,1.6,11.0,0.0,2.3,0.0,21.3,0.2,20.2,0.023,0.016,0.093,0.044,0.1,0.6,0.2,0.054,0.8,0.0,0.0,0.0,78.3,0.031,0.7,6.1,0.089,57.4,52.4,0.01,0.2,96.631,84.7,0.8333333333333368,True,Other,11.5,0.0,51.049
chimichanga with beef cheese,443,23.4,11.2,9.4,0.7,39.3,0.0,20.1,0.0,51.2,1.0,96.4,0.1,0.4,0.052,0.012,0.9,4.7,1.8,0.2,2.7,0.0,0.0,0.0,237.9,0.4,3.8,60.4,0.5,186.7,203.1,0.085,3.4,327.3,448.2,1.173814898419862,True,Cheese,100.0,0.0,49.995000000000005
egg cheese sandwich,340,19.4,6.6,8.3,2.6,25.9,0.0,15.6,0.0,290.5,0.8,82.2,0.2,0.3,0.021,0.028,0.6,2.1,0.9,0.1,1.5,0.0,0.0,0.0,224.8,0.1,3.0,21.9,0.2,302.2,188.3,0.067,1.6,290.4,340.6,0.1764705882353008,True,Cheese,78.0,0.0,53.596
biscuit with egg bacon,458,31.1,8.0,13.4,7.5,28.6,3.3,17.0,0.8,352.5,1.3,70.0,0.082,0.1,0.038,0.04,0.2,2.4,1.2,0.1,2.7,0.066,2.0,0.098,189.0,0.1,3.7,24.0,0.3,238.5,250.5,0.059,1.6,272.958,462.30000000000007,0.9388646288209755,True,Eggs,85.0,8.0,53.093500000000006
pupusas con queso,300,15.5,7.6,4.0,1.8,26.2,1.4,13.7,3.4,37.4,0.5,58.9,0.1,0.099,0.0,0.066,0.1,0.6,0.4,0.2,0.0,0.0,0.5,0.073,380.3,0.081,0.7,42.1,0.1,317.1,140.4,0.07,2.2,439.9,299.1,0.29999999999999244,True,Cheese,68.5,34.0,54.5475
apple croissant,145,5.0,2.8,1.4,0.4,21.1,0.0,4.2,1.4,17.7,0.2,26.0,0.031,0.1,0.022,0.035,0.022,0.9,0.3,0.038,0.3,0.0,0.0,0.0,17.1,0.006,0.6,7.4,0.1,33.1,51.3,0.024,0.6,49.733,146.2,0.8275862068965439,True,Bakery,21.0,14.0,50.699
tostada with guacamole,180,11.6,4.9,4.2,1.5,16.0,0.0,6.2,0.0,19.6,0.4,94.6,0.016,0.092,0.004,0.047,0.3,1.0,1.0,0.1,1.8,0.0,0.0,0.0,211.4,0.1,0.8,36.5,0.2,116.1,324.9,0.096,2.0,247.853,193.2,7.333333333333327,True,Other,31.0,0.0,44.598
chicken sandwich,468,20.9,4.0,8.4,5.9,39.1,6.8,30.4,2.6,65.5,1.4,91.5,0.077,0.03,0.4,0.1,0.053,0.6,14.4,0.6,0.7,1.5,0.031,4.5,0.012,108.5,0.2,3.3,44.9,0.5,346.0,458.2,0.064,94.051,466.1,0.40598290598290115,True,Poultry,100.0,26.0,73.19300000000001
fried rice,228,3.2,0.7,0.8,1.3,43.4,0.6,6.5,1.5,32.2,0.6,85.4,0.076,0.052,0.076,0.0,0.088,0.9,0.0,0.066,0.0,0.059,0.2,0.081,19.6,0.1,1.0,14.0,0.6,77.0,123.2,0.062,1.1,75.203,228.4,0.17543859649123056,True,Other,32.5,15.0,60.647
pupusas del cerdo,283,12.7,3.9,4.8,2.7,28.1,1.8,14.0,3.2,35.4,0.5,64.8,0.064,0.1,0.0,0.057,0.1,2.9,0.8,0.3,0.0,0.0,0.4,0.016,59.8,0.06,1.2,46.4,0.2,197.6,311.1,0.091,2.0,119.087,282.7,0.10600706713781322,True,Other,70.0,32.0,65.6975
cheese croissant,331,16.7,8.5,5.2,1.9,37.6,9.1,7.4,2.1,45.6,0.3,16.8,0.2,0.4,0.025,0.068,0.3,1.7,0.7,0.064,0.2,0.0,1.2,0.022,42.4,0.018,1.7,19.2,0.3,104.0,105.6,0.027,0.8,108.3,330.29999999999995,0.2114803625377781,True,Cheese,37.0,21.0,39.798500000000004
chimichanga with beef,425,19.7,8.5,8.1,1.1,42.8,0.0,19.6,0.0,8.7,0.9,88.2,0.0,0.5,0.068,0.042,0.6,5.8,2.1,0.3,4.7,0.0,0.0,0.0,62.6,0.4,4.5,62.6,0.6,123.5,586.4,0.029,5.0,153.9,426.9,0.4470588235294064,True,Beef,98.0,0.0,53.8955
french toast with butter,178,9.4,3.9,3.5,1.2,18.0,0.0,5.2,0.0,58.1,0.3,34.2,0.088,0.3,0.083,0.084,0.2,2.0,0.3,0.004,0.004,0.0,0.0,0.0,36.5,0.072,0.9,8.1,0.1,72.9,88.4,0.065,0.3,70.093,177.4,0.3370786516853901,True,Other,26.0,0.0,46.0985
ham egg cheese sandwich,347,16.3,7.4,5.7,1.7,30.9,0.0,19.2,0.0,246.0,1.0,73.1,0.2,0.4,0.042,0.095,0.6,4.2,0.9,0.2,2.7,0.0,0.0,0.0,211.6,0.1,3.1,25.7,0.2,346.1,210.2,0.067,2.0,284.0,347.1,0.02881844380404113,True,Cheese,96.0,0.0,56.595
english muffin with butter,189,5.8,2.4,1.5,1.3,30.4,0.0,4.9,0.0,12.6,0.4,20.6,0.089,0.3,0.098,0.0,0.3,2.6,0.1,0.005,0.8,0.0,0.1,0.0,102.7,0.098,1.6,13.2,0.2,85.1,69.3,0.092,0.4,146.209,193.39999999999998,2.328042328042316,True,Other,24.5,0.0,50.147999999999996
savoury noodle one pan dinner tandaco,172,1.2,0.5,32.9,3.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,32.8,80.93023255813952,False,Other,0.0,0.0,48.5
ham cheese sandwich,352,15.5,6.4,6.7,1.4,33.3,0.0,20.7,0.0,58.4,0.8,74.2,0.019,0.3,0.07,0.026,0.5,2.7,1.0,0.2,2.8,0.0,0.3,0.0,129.9,0.2,3.2,16.1,0.1,151.8,290.5,0.078,1.4,205.416,355.5,0.9943181818181818,True,Cheese,100.0,0.0,60.796
sweet gefilte fish,35,0.7,0.2,0.3,0.1,3.1,0.0,3.8,0.0,12.6,0.2,33.7,0.062,0.028,0.064,0.076,0.024,0.4,0.085,0.067,0.3,0.0,0.0,0.0,9.7,0.01,1.0,3.8,0.051,30.7,38.2,0.038,0.3,18.677,33.9,3.1428571428571472,True,Fish,19.0,0.0,55.099000000000004
poached egg,72,4.7,1.6,1.8,1.0,0.4,0.2,6.3,0.0,185.0,0.1,37.9,0.088,0.059,0.051,0.061,0.2,0.022,0.8,0.09,0.0,0.084,0.5,0.032,28.0,0.071,0.9,6.0,0.044,98.5,69.0,0.014,0.6,40.398,69.10000000000001,4.027777777777766,True,Eggs,31.5,0.0,54.6495
tostada with beans cheese,223,9.9,5.4,3.1,0.7,26.5,0.0,9.6,0.0,30.2,0.5,95.4,0.011,0.1,0.05,0.017,0.3,1.3,1.1,0.2,1.3,0.0,0.0,0.0,210.2,0.2,1.9,59.0,0.4,116.6,403.2,0.072,1.9,259.467,233.5,4.708520179372197,True,Cheese,48.0,0.0,48.1975
pork tamale,247,12.8,3.8,4.6,2.9,22.4,0.7,10.4,3.4,28.4,0.7,93.8,0.037,0.045,0.0,0.045,0.05,1.8,0.5,0.2,0.0,0.0,0.8,0.033,106.5,0.043,1.2,36.9,0.3,170.4,215.8,0.048,1.7,156.766,246.39999999999998,0.24291497975709422,True,Pork,52.0,34.0,60.9965
nachos with cheese,274,17.2,1.7,11.2,4.0,27.9,1.7,3.5,2.6,2.4,0.3,29.9,0.044,0.09,0.065,0.041,0.006,0.1,0.5,0.9,0.2,0.9,0.0,3.3,0.05,50.4,0.029,0.6,33.6,0.2,158.4,289.6,0.068,51.581,280.4,2.335766423357656,True,Cheese,17.5,26.0,55.3485
arroz con frijoles,220,5.6,1.1,1.3,2.3,35.6,1.3,6.8,5.0,0.0,0.6,95.6,0.0,0.2,0.0,0.0,0.024,1.5,0.4,0.071,0.0,0.0,0.7,0.096,54.0,0.2,2.3,38.0,0.6,127.0,327.0,0.069,1.1,109.3,220.0,0.0,True,Legumes,34.0,50.0,66.89699999999999
taco with beef cheese lettuce,156,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,39.3,0.043,0.07,0.025,0.075,0.098,1.1,0.0,0.056,0.3,0.06,0.4,0.057,61.4,0.005,0.8,22.1,0.2,122.8,144.2,0.083,1.2,93.825,158.39999999999998,1.538461538461524,True,Cheese,30.5,27.0,55.548500000000004
burrito with beans cheese beef,165,6.6,3.6,2.2,0.5,19.8,0.0,7.3,0.0,61.9,0.5,65.9,0.0,0.2,0.034,0.045,0.4,1.9,0.8,0.1,2.5,0.0,0.0,0.0,65.0,0.2,1.9,25.4,0.2,70.0,205.0,0.051,1.2,103.1,167.8,1.6969696969697037,True,Cheese,36.5,0.0,50.1475
egg mix,30,2.2,0.8,0.8,0.4,0.098,0.091,2.4,0.0,81.5,0.012,0.1,0.078,0.092,0.091,0.085,0.069,0.093,0.073,0.3,0.034,0.0,0.049,0.2,0.078,12.2,0.055,0.4,1.7,0.015,31.5,27.0,0.043,4.876,29.792,0.693333333333328,True,Eggs,12.0,0.0,51.19994
falafel,57,3.0,0.4,1.7,0.7,5.4,0.0,2.3,0.0,0.0,0.081,5.9,0.0,0.0,0.006,0.009,0.0,0.074,0.2,0.011,0.01,0.3,0.0,0.0,0.0,9.2,0.002,0.6,13.9,0.1,32.6,99.5,0.018,10.763,57.8,1.4035087719298196,True,Other,11.5,0.0,52.249595
wonton wrappers,93,0.5,0.022,0.033,0.2,18.5,0.0,3.1,0.6,2.9,0.2,9.2,0.097,0.2,0.082,0.0,0.1,1.7,0.051,0.007,0.0,0.0,0.0,0.0,15.0,0.039,1.1,6.4,0.2,25.9,26.2,0.02,0.2,38.815,90.9,2.2580645161290263,True,Other,15.5,6.0,55.783
hushpuppies,512,20.5,3.2,5.0,11.0,69.9,3.1,11.7,4.3,68.4,1.0,44.1,0.074,0.5,0.1,0.008,0.5,4.2,0.5,0.2,0.3,0.0,1.9,0.01,422.6,0.1,4.6,36.5,0.3,287.3,218.9,0.078,1.0,533.994,510.90000000000003,0.21484374999999334,True,Other,58.5,43.0,66.545
burrito with beans cheese,379,11.2,4.3,2.3,4.1,57.8,3.2,13.6,7.8,9.3,1.0,98.4,0.033,0.4,0.2,0.081,0.2,3.7,0.0,0.2,0.7,0.02,1.0,0.02,229.4,0.3,4.4,62.9,0.8,301.6,482.9,0.04,1.6,324.946,386.4,1.9525065963060626,True,Cheese,68.0,78.0,73.095
vegetarian fillets,247,15.3,2.4,3.7,7.9,7.7,0.7,19.6,5.2,0.0,0.4,38.3,0.0,0.9,0.026,0.014,0.8,10.2,0.0,1.3,0.0,0.0,2.9,0.0,80.8,0.8,1.7,19.6,0.0,382.5,510.0,0.043,1.2,130.3,246.90000000000003,0.04048582995950036,True,Other,98.0,52.0,82.598
biscuit with egg sausage,505,33.6,10.4,16.2,4.8,34.1,1.5,18.0,0.3,260.8,1.1,72.1,0.071,0.5,0.035,0.083,0.4,4.0,1.5,0.1,0.0,0.047,1.5,0.042,82.6,0.4,3.1,21.1,0.2,505.4,241.4,0.002,1.5,171.757,510.80000000000007,1.148514851485162,True,Eggs,90.0,3.0,47.594500000000004
fruit burrito,231,9.5,4.6,3.4,1.1,35.0,0.0,2.5,0.0,3.7,0.2,26.4,0.0,0.2,0.029,0.015,0.2,1.9,0.9,0.079,0.7,0.0,0.0,0.0,15.5,0.051,1.1,7.4,0.1,14.8,104.3,0.024,0.4,64.3,235.5,1.948051948051948,True,Other,12.5,0.0,39.949
chocolate milk dessert,229,1.4,0.8,0.5,0.084,51.6,51.6,5.9,0.0,0.0,0.1,76.7,0.0,0.039,0.013,0.076,0.4,0.1,0.0,0.074,1.0,0.0,0.0,0.0,211.0,0.1,0.02,61.7,0.0,168.5,456.2,0.053,0.6,270.99,242.6,5.938864628820959,True,Other,29.5,0.0,56.4495
chocolate mousse,338,24.0,13.7,7.5,1.3,24.1,22.2,6.2,0.9,210.0,0.081,94.4,0.2,0.058,0.03,0.099,0.3,0.2,0.8,0.022,0.2,0.0,0.8,0.044,144.0,0.1,0.8,30.0,0.023,175.5,214.5,0.047,1.0,200.4,337.2,0.23668639053254772,True,Other,31.0,9.0,31.099595
dulce de leche,60,1.4,0.9,0.4,0.063,10.5,9.5,1.3,0.0,5.5,0.036,5.5,0.094,0.011,0.044,0.008,0.094,0.015,0.2,0.074,0.5,0.04,0.087,0.008,47.7,0.059,0.001,4.2,0.076,36.7,66.5,0.058,0.2,61.415,59.800000000000004,0.33333333333332626,True,Other,6.5,0.0,49.24982
spinach spaghetti cooked,182,0.9,0.1,0.1,0.4,36.6,0.0,6.4,0.0,0.0,0.061,95.4,0.0,0.1,0.086,0.0,0.1,2.1,0.3,0.1,0.0,0.0,0.0,0.0,42.0,0.3,1.5,86.8,2.1,151.2,81.2,0.045,1.5,87.4,180.1,1.043956043956047,True,Italian,32.0,0.0,59.299695
corn pasta cooked,176,1.0,0.1,0.3,0.5,39.1,0.0,3.7,6.7,0.0,0.0,95.6,0.0,0.074,0.015,0.0,0.032,0.8,0.2,0.03,0.0,0.0,0.0,0.0,1.4,0.002,0.4,50.4,0.2,106.4,43.4,0.081,0.9,52.3,180.20000000000002,2.386363636363646,True,Italian,18.5,67.0,68.65
cheese tortellini,332,7.8,3.9,2.2,0.5,50.8,1.0,14.6,2.1,45.4,0.4,32.9,0.079,0.3,0.051,0.038,0.3,2.9,0.0,0.015,0.0,0.0,0.2,0.087,164.2,0.053,1.6,22.7,0.0,229.0,96.1,0.064,1.1,241.181,331.79999999999995,0.060240963855435384,True,Cheese,73.0,21.0,64.398
lasagna,166,6.1,2.9,2.2,0.5,18.9,3.8,9.0,2.1,20.9,0.5,87.2,0.2,0.074,0.096,0.0,0.0,0.025,1.9,0.4,0.2,3.1,0.0,1.0,0.08,108.2,0.1,0.9,24.6,0.2,141.5,241.1,0.001,36.675,166.5,0.30120481927710846,True,Other,45.0,21.0,58.9975
spinach pasta cooked,37,0.3,0.078,0.073,0.043,7.1,0.0,1.4,0.0,9.3,0.004,19.4,0.039,0.084,0.041,0.069,0.091,0.3,0.079,0.071,0.0,0.0,0.0,0.0,5.1,0.093,0.3,6.8,0.044,16.1,10.5,0.0,0.2,14.201,36.7,0.8108108108108031,True,Italian,7.0,0.0,51.86598
chicken broth dry,10,0.2,0.055,0.013,0.069,1.1,0.0,0.7,0.0,0.6,1.2,0.1,0.0,0.052,0.062,0.03,0.018,0.2,0.009,0.089,0.07,0.0,0.074,0.0,9.1,0.0,0.059,2.7,0.049,9.2,18.0,0.075,0.079,11.198,9.0,10.0,True,Poultry,3.5,0.0,50.879000000000005
split pea soup with ham bacon,189,3.1,0.9,1.2,0.6,28.6,0.0,11.6,4.1,4.1,1.0,88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,49.5,188.70000000000002,0.1587301587301497,True,Pork,58.0,41.0,72.89500000000001
ramen noodle soup dry,371,13.3,6.4,5.6,1.2,53.9,1.3,8.9,2.0,0.0,1.7,4.2,0.0,0.9,0.008,0.035,0.2,3.5,0.2,0.014,0.3,0.0,1.3,0.038,24.7,0.1,3.4,19.6,0.4,101.2,152.2,0.021,0.7,106.5,370.9,0.026954177897580252,True,Soup,44.5,20.0,48.1415
chicken bouillon dry,11,0.6,0.1,0.2,0.2,0.7,0.7,0.7,0.0,0.5,1.0,0.043,0.0,0.078,0.086,0.004,0.008,0.016,0.085,0.026,0.048,0.0,0.06,0.0,7.5,0.0,0.061,2.2,0.048,6.6,12.4,0.079,0.083,9.502,11.0,0.0,True,Poultry,3.5,0.0,50.745000000000005
beef broth powder,8,0.3,0.2,0.1,0.04,0.6,0.6,0.6,0.0,0.4,0.9,0.1,0.0,0.029,0.073,0.008,0.075,0.2,0.075,0.044,0.0,0.0,0.068,0.016,2.2,0.0,0.03,1.8,0.033,11.5,16.1,0.032,0.0,3.739,7.5,6.25,True,Beef,3.0,0.0,50.295500000000004
little india little lunch,164,10.6,15.6,12.2,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,103.39999999999999,36.951219512195124,False,Other,0.0,0.0,20.0
original chicken sandwich chick fil a,125,5.1,11.6,7.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,45.9,63.279999999999994,False,Poultry,0.0,0.0,20.0
sausage mcmuffin mcdonalds,383,24.2,8.3,8.9,3.7,28.2,2.2,14.6,1.6,44.9,0.8,44.8,0.0,0.4,0.008,0.03,0.3,4.8,0.6,0.2,0.0,0.0,0.3,0.0,257.6,0.1,2.3,24.2,0.3,187.5,216.2,0.0,1.5,328.5,389.0,1.5665796344647518,True,Other,73.0,16.0,50.196
sausage mcgriddles mcdonalds,421,24.0,7.3,10.2,3.5,42.2,15.2,11.4,1.4,32.4,1.0,54.1,0.0,0.3,0.037,0.038,0.2,4.2,0.5,0.1,0.0,0.0,0.0,0.0,85.1,0.1,1.9,18.9,0.3,426.6,195.8,0.0,1.0,166.0,430.4,2.232779097387168,True,Other,57.0,14.0,47.995000000000005
crispy chicken drumstick kentucky fried chicken,70,3.0,0.8,1.2,0.8,0.0,0.0,10.6,0.0,56.2,0.2,26.6,0.025,0.08,0.0,0.08,0.1,2.2,0.5,0.1,0.0,0.0,0.0,0.0,6.6,0.098,0.4,9.4,0.091,91.8,111.9,0.015,1.0,20.632,69.4,0.857142857142849,True,Poultry,53.0,0.0,63.499
chicken crispy drumsticks kentucky fried chicken,156,10.1,2.2,3.4,3.6,4.5,0.0,11.8,0.0,62.1,0.4,29.3,0.071,0.045,0.0,0.028,0.1,2.6,0.6,0.1,0.0,0.0,0.0,0.0,14.3,0.2,0.5,12.0,0.06,112.9,135.1,0.064,1.0,41.248,156.1,0.06410256410256046,True,Poultry,59.0,0.0,61.098
biscuit kentucky fried chicken,185,9.1,2.2,6.1,0.6,22.1,1.7,3.8,0.8,0.5,0.5,15.1,0.0,0.2,0.0,0.074,0.1,1.7,0.2,0.035,0.0,0.0,0.7,0.071,31.2,0.009,1.5,7.8,0.2,304.7,59.8,0.076,0.3,68.5,185.5,0.2702702702702703,True,Poultry,19.0,8.0,50.697500000000005
english muffin mcdonalds,97,2.3,1.1,15.4,1.1,2.9,1.5,5.7,0.2,20.7,0.031,0.0,0.3,0.004,0.0,0.2,2.7,0.3,0.036,0.0,0.0,0.3,0.0,166.4,0.08,1.8,13.1,0.3,68.4,73.0,0.0,0.5,0.0,24.548,55.099999999999994,43.195876288659804,False,Other,28.5,2.0,55.649845
french fries mcdonalds,378,18.1,2.7,8.6,5.5,49.8,0.2,4.0,4.6,0.0,0.2,42.9,0.052,0.0,0.2,0.0,0.0,0.037,3.8,0.7,0.4,6.6,0.0,1.6,0.003,22.2,0.1,0.9,43.3,0.3,148.6,697.3,0.07,77.129,378.1,0.02645502645503247,True,Other,20.0,46.0,57.099000000000004
hotdog,383,23.0,8.1,10.8,2.7,28.5,0.0,16.4,0.0,69.8,1.1,83.6,0.0,0.4,0.096,0.043,0.4,5.8,0.8,0.094,0.2,0.0,0.0,0.0,37.2,0.1,3.7,20.2,0.1,153.5,226.3,0.09,3.1,109.0,386.6,0.9399477806788572,True,Other,82.0,0.0,50.2945
french fries burger king,207,9.2,1.6,2.4,4.4,28.6,0.4,2.4,2.1,0.0,0.2,32.5,0.085,0.0,0.1,0.0,0.0,0.026,1.6,0.4,0.2,1.6,0.0,1.8,0.083,12.6,0.005,0.5,20.0,0.2,88.1,345.6,0.0,42.635,206.8,0.09661835748791722,True,Fast Food,12.0,21.0,52.999
original taco with beef cheese lettuce taco bell,158,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,39.3,0.0,0.056,0.056,0.052,0.065,1.1,0.0,0.086,0.3,0.0,0.4,0.068,61.4,0.094,0.8,22.1,0.2,122.8,144.2,0.021,1.2,93.8,158.39999999999998,0.2531645569620109,True,Cheese,30.5,27.0,55.548500000000004
hotdog with chili,296,13.4,4.9,6.6,1.2,31.3,0.0,13.5,0.0,51.3,0.5,54.5,0.0,0.2,0.031,0.017,0.4,3.7,0.5,0.003,2.7,0.0,0.0,0.0,19.4,0.1,3.3,10.3,0.1,191.5,166.4,0.038,0.8,83.6,299.8,1.2837837837837878,True,Other,67.5,0.0,55.5475
chicken crispy wings kentucky fried chicken,148,10.1,2.1,3.3,3.8,5.1,0.0,9.2,0.0,47.1,0.3,18.4,0.033,0.029,0.0,0.051,0.033,2.4,0.5,0.1,0.0,0.0,0.0,0.0,15.4,0.2,0.3,9.7,0.015,84.5,98.1,0.003,0.5,40.161,148.1,0.06756756756756373,True,Poultry,46.0,0.0,57.49850000000001
egg white delight mcdonalds,250,16.0,4.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,144.0,42.4,False,Eggs,0.0,0.0,38.0
french toast sticks burger king,73,3.7,0.8,2.0,0.5,8.7,2.1,1.3,0.3,0.0,0.014,7.0,0.0,0.066,0.0,0.0,0.039,0.5,0.072,0.037,0.0,0.0,0.2,0.009,11.1,0.036,0.4,4.0,0.068,18.3,23.3,0.049,0.1,25.5,73.30000000000001,0.4109589041096046,True,Fast Food,6.5,3.0,50.14993
